word,length,uniqueCharacters
fatigue,7,7
fault,5,5
faultless,9,7
favor,5,5
favorite,8,8
favour,6,6
favourable,10,9
favourite,9,9
fax,3,3
fear,4,4
fearful,7,6
fearless,8,6
fearsome,8,7
feasible,8,7
feast,5,5
feat,4,4
feather,7,6
feature,7,6
fed,3,3
federal,7,6
fee,3,2
feeble,6,4
feed,4,3
feedback,8,7
feeding,7,6
feel,4,3
feeling,7,6
feet,4,3
feign,5,5
feint,5,5
feisty,6,6
felicity,8,7
fell,4,3
fellow,6,5
fellowship,10,9
felon,5,5
felony,6,6
female,6,5
feminine,8,5
feminist,8,7
fen,3,3
fence,5,4
fend,4,4
ferment,7,6
fern,4,4
ferocious,9,8
ferry,5,4
fertile,7,6
fertility,9,7
fervent,7,6
fervid,6,6
festival,8,8
festive,7,6
festivity,9,7
fetch,5,5
fetid,5,5
feud,4,4
feudal,6,6
fever,5,4
few,3,3
fewer,5,4
fiasco,6,6
fib,3,3
fibber,6,5
fiber,5,5
fibre,5,5
fickle,6,6
fiction,7,6
fiddle,6,5
fidelity,8,7
fidget,6,6
field,5,5
fiend,5,5
fierce,6,5
fiery,5,5
fifteen,7,5
fifth,5,4
fifty,5,4
fig,3,3
fight,5,5
fighter,7,7
fighting,8,6
figure,6,6
file,4,4
filing,6,5
fill,4,3
fillet,6,5
filling,7,5
film,4,4
filming,7,6
filter,6,6
filth,5,5
filthy,6,6
final,5,5
finally,7,6
finance,7,6
financial,9,6
financially,11,7
finch,5,5
find,4,4
finding,7,5
fine,4,4
finesse,7,5
finest,6,6
finger,6,6
fingernail,10,8
fingerprint,11,8
fingertip,9,8
finish,6,5
finishing,9,6
fir,3,3
fire,4,4
firearm,7,6
fireball,8,7
fireman,7,7
fireplace,9,8
firework,8,7
firing,6,5
firm,4,4
firmly,6,6
first,5,5
firsthand,9,9
firstly,7,7
fiscal,6,6
fish,4,4
fisher,6,6
fisherman,9,9
fishing,7,6
fishy,5,5
fist,4,4
fit,3,3
fitful,6,5
fitness,7,6
fitting,7,5
five,4,4
fix,3,3
fixedly,7,7
fixing,6,5
fixture,7,7
fizzy,5,4
flabby,6,5
flag,4,4
flake,5,5
flamboyant,10,9
flame,5,5
flames,6,6
flank,5,5
flannel,7,5
flap,4,4
flare,5,5
flash,5,5
flashing,8,8
flashlight,10,8
flashy,6,6
flask,5,5
flat,4,4
flatly,6,5
flatten,7,6
flatter,7,6
flattery,8,7
flavor,6,6
flavour,7,7
flaw,4,4
flax,4,4
flea,4,4
fleck,5,5
flee,4,3
fleet,5,4
fleeting,8,7
flesh,5,5
flew,4,4
flex,4,4
flexible,8,6
flick,5,5
flicker,7,7
flight,6,6
flimsy,6,6
flinch,6,6
fling,5,5
flint,5,5
flip,4,4
flippant,8,7
flippers,8,7
flirt,5,5
flirtatious,11,9
flirting,8,7
float,5,5
floating,8,8
flock,5,5
flog,4,4
flood,5,4
flooding,8,7
floor,5,4
flop,4,4
floral,6,5
florist,7,7
floss,5,4
flounder,8,8
flour,5,5
flourish,8,8
flow,4,4
flower,6,6
flowing,7,7
flown,5,5
flu,3,3
fluctuate,9,7
fluency,7,7
fluent,6,6
fluffy,6,4
fluid,5,5
fluke,5,5
flurry,6,5
flush,5,5
flushed,7,7
flute,5,5
flutter,7,6
fly,3,3
flyer,5,5
flying,6,6
foam,4,4
focus,5,5
focused,7,7
fodder,6,5
foe,3,3
foetus,6,6
fog,3,3
foggy,5,4
foil,4,4
fold,4,4
folder,6,6
folding,7,7
foliage,7,7
folk,4,4
folks,5,5
follow,6,4
follower,8,6
following,9,7
folly,5,4
fond,4,4
fondle,6,6
fondness,8,6
font,4,4
food,4,3
fool,4,3
foolish,7,6
foolproof,9,5
foot,4,3
footage,7,6
football,8,6
footing,7,6
footprint,9,7
footstep,8,6
footwear,8,7
for,3,3
forbear,7,6
forbid,6,6
forbidden,9,8
force,5,5
forceful,8,7
forceless,9,7
forcing,7,7
fore,4,4
forearm,7,6
forecast,8,8
forefather,10,7
forehead,8,7
foreign,7,7
foreigner,9,7
foreman,7,7
foremost,8,7
forensic,8,8
forensics,9,8
foresee,7,5
foresight,9,9
forest,6,6
forestall,9,8
foretaste,9,7
forever,7,5
forfeit,7,6
forgave,7,7
forge,5,5
forgery,7,6
forget,6,6
forgetful,9,8
forgive,7,7
forgiven,8,8
forgiveness,11,9
forgiving,9,7
forgotten,9,7
fork,4,4
form,4,4
formal,6,6
formality,9,9
formally,8,7
format,6,6
formation,9,8
former,6,5
formerly,8,7
formidable,10,10
formula,7,7
forsake,7,7
fort,4,4
forth,5,5
forthcoming,11,10
fortnight,9,8
fortress,8,6
fortunate,9,8
fortunately,11,10
fortune,7,7
forty,5,5
forum,5,5
forward,7,6
fossil,6,5
foster,6,6
fought,6,6
foul,4,4
found,5,5
foundation,10,8
founded,7,6
founder,7,7
fountain,8,7
four,4,4
fourteen,8,7
fourth,6,6
fowl,4,4
fox,3,3
fraction,8,8
fracture,8,7
fragile,7,7
fragment,8,8
fragrance,9,7
frail,5,5
frame,5,5
framework,9,8
framing,7,7
franchise,9,9
frank,5,5
frankly,7,7
frantic,7,7
fraternity,10,8
fraud,5,5
fraudulent,10,9
freak,5,5
freaky,6,6
freckless,9,7
free,4,3
freed,5,4
freedom,7,6
freelance,9,7
freely,6,5
freeway,7,6
freeze,6,4
freezer,7,4
freezing,8,7
freight,7,7
frenzy,6,6
frequency,9,8
frequent,8,7
frequently,10,9
fresh,5,5
freshen,7,6
freshman,8,8
friction,8,7
fridge,6,6
fried,5,5
friend,6,6
friendly,8,8
friendship,10,9
fries,5,5
fright,6,6
frighten,8,8
frigility,9,7
fringe,6,6
frisk,5,5
frivolous,9,8
frizz,5,4
frock,5,5
frog,4,4
from,4,4
front,5,5
frontage,8,8
frontier,8,7
frost,5,5
frosty,6,6
froth,5,5
frown,5,5
froze,5,5
frozen,6,6
frugal,6,6
frugality,9,9
fruit,5,5
fruitful,8,6
fruitless,9,8
frustrating,11,9
frustration,11,9
fry,3,3
fudge,5,5
fuel,4,4
fugitive,8,7
fulfil,6,4
fulfilled,9,6
full,4,3
fully,5,4
fume,4,4
fun,3,3
function,8,7
fund,4,4
fundamental,11,9
funding,7,6
fundraiser,10,9
funds,5,5
funeral,7,7
fungus,6,5
funk,4,4
funky,5,5
funnel,6,5
funny,5,4
fur,3,3
furious,7,6
furnace,7,7
furnish,7,7
furniture,9,7
furrow,6,5
furry,5,4
further,7,6
furthermore,11,8
furtively,9,9
fury,4,4
fuse,4,4
fusion,6,6
fuss,4,3
futile,6,6
future,6,5
fuzzy,5,4
gabble,6,5
gadget,6,5
gag,3,2
gage,4,3
gaiety,6,6
gaily,5,5
gain,4,4
gainful,7,7
gait,4,4
galaxy,6,5
gale,4,4
gall,4,3
gallant,7,5
gallery,7,6
gallon,6,5
gallop,6,5
gamble,6,6
gambling,8,7
game,4,4
gang,4,3
gangster,8,7
gap,3,3
garage,6,4
garbage,7,5
garden,6,6
gardener,8,6
gargle,6,5
garland,7,6
garlic,6,6
garment,7,7
garnish,7,7
garrison,8,7
gas,3,3
gasp,4,4
gate,4,4
gateway,7,6
gather,6,6
gathering,9,8
gaudy,5,5
gauge,5,4
gaunt,5,5
gauntlet,8,7
gauze,5,5
gave,4,4
gay,3,3
gaze,4,4
gear,4,4
gel,3,3
gelatine,8,7
gem,3,3
gender,6,5
gene,4,3
general,7,6
generalization,14,10
generalize,10,8
generally,9,7
generate,8,6
generation,10,8
generator,9,7
generic,7,6
generosity,10,9
generous,8,7
genetic,7,6
genetically,11,9
genial,6,6
genius,6,6
gentle,6,5
gentleman,9,7
gently,6,6
genuine,7,5
genuinely,9,7
geography,9,8
geometry,8,7
germ,4,4
germinate,9,8
gesture,7,6
get,3,3
getaway,7,6
ghastly,7,7
ghetto,6,5
ghost,5,5
giant,5,5
giddiness,9,6
giddy,5,4
gift,4,4
gifted,6,6
gig,3,2
gigantic,8,6
giggle,6,4
gild,4,4
gills,5,4
gin,3,3
ginger,6,5
giraffe,7,6
girdle,6,6
girl,4,4
girlfriend,10,8
girlie,6,5
gist,4,4
give,4,4
given,5,5
glacier,7,7
glad,4,4
gladly,6,5
glamorous,9,8
glamour,7,7
glance,6,6
gland,5,5
glare,5,5
glass,5,4
glasses,7,5
glaze,5,5
gleam,5,5
gleeful,7,5
glen,4,4
glide,5,5
glimmer,7,6
glimpse,7,7
glisten,7,7
glitch,6,6
glitter,7,6
gloat,5,5
global,6,5
globe,5,5
gloomy,6,5
glorify,7,7
glorious,8,7
glory,5,5
gloss,5,4
glossary,8,7
glove,5,5
gloves,6,6
glow,4,4
glowing,7,6
glue,4,4
glued,5,5
glum,4,4
glutton,7,6
gluttony,8,7
gnat,4,4
gnaw,4,4
go,2,2
goal,4,4
goat,4,4
goblet,6,6
goddess,7,5
godfather,9,9
godforsaken,11,10
godless,7,6
godmother,9,8
goggle,6,4
going,5,4
gold,4,4
golden,6,6
goldfish,8,8
golf,4,4
good,4,3
goodbye,7,6
goodness,8,6
goodnight,9,7
goods,5,4
goody,5,4
goose,5,4
gorge,5,4
gorgeous,8,6
gorilla,7,6
gospel,6,6
gossip,6,5
gossipy,7,6
gourmet,7,7
govern,6,6
governess,9,7
government,10,8
governor,8,6
gown,4,4
grab,4,4
grace,5,5
graceful,8,8
graceless,9,7
gracious,8,8
grade,5,5
gradual,7,6
gradually,9,7
graduate,8,7
graduated,9,7
graduation,10,9
grain,5,5
gram,4,4
grammar,7,4
granary,7,5
grand,5,5
grandchild,10,9
grandchildren,13,10
granddad,8,5
granddaughter,13,9
grandfather,11,9
grandma,7,6
grandmother,11,10
grandpa,7,6
grandparents,12,9
grandson,8,7
granite,7,7
granny,6,5
grant,5,5
granted,7,7
granulated,10,9
grape,5,5
grapefruit,10,9
graph,5,5
graphics,8,8
grasp,5,5
grass,5,4
grate,5,5
grateful,8,8
gratification,13,9
grating,7,6
gratitude,9,8
grave,5,5
graveyard,9,7
gravitation,11,8
gravity,7,7
gravy,5,5
gray,4,4
graze,5,5
grease,6,5
greasy,6,6
great,5,5
greater,7,5
greatest,8,6
greatly,7,7
greatness,9,7
greed,5,4
greedy,6,5
green,5,4
greens,6,5
greet,5,4
greeting,8,6
grew,4,4
grid,4,4
grief,5,5
grieve,6,5
grill,5,4
grilled,7,6
grim,4,4
grimace,7,7
grin,4,4
grind,5,5
grip,4,4
grit,4,4
groan,5,5
grocer,6,5
grocery,7,6
groin,5,5
groom,5,4
groove,6,5
grope,5,5
gross,5,4
ground,6,6
groundless,10,9
group,5,5
grove,5,5
grow,4,4
growing,7,6
growl,5,5
grownup,7,7
growth,6,6
grub,4,4
grudge,6,5
gruel,5,5
gruff,5,4
grumble,7,7
grumpy,6,6
grunt,5,5
guarantee,9,7
guard,5,5
guardian,8,7
guess,5,4
guest,5,5
guidance,8,8
guide,5,5
guideline,9,7
guile,5,5
guilt,5,5
guilty,6,6
guitar,6,6
gulf,4,4
gullible,8,6
gulp,4,4
gum,3,3
gun,3,3
gunfire,7,7
gurgle,6,5
gush,4,4
gust,4,4
gut,3,3
guts,4,4
gutter,6,5
guy,3,3
gym,3,3
gymnasium,9,8
gypsy,5,4
haberdashery,12,8
habit,5,5
habitat,7,5
habitual,8,7
hack,4,4
had,3,3
haemorrhage,11,7
hag,3,3
haggard,7,5
hail,4,4
hailstone,9,9
hair,4,4
haircut,7,7
hairdresser,11,7
hairy,5,5
half,4,4
halfway,7,6
hall,4,3
hallucinate,11,9
hallway,7,5
halt,4,4
halve,5,5
ham,3,3
hamburger,9,8
hamlet,6,6
hammer,6,5
hammock,7,6
hamper,6,6
hamster,7,7
hand,4,4
handbag,7,6
handcuff,8,7
handful,7,7
handgrip,8,8
handicap,8,7
handicapped,11,8
handicraft,10,9
handkerchief,12,10
handle,6,6
handling,8,7
handshake,9,7
handsome,8,8
handwriting,11,9
handy,5,5
handyman,8,6
hang,4,4
hanging,7,5
hangnail,8,6
hangover,8,8
hank,4,4
haphazard,9,6
happen,6,5
happily,7,6
happiness,9,7
happy,5,4
harass,6,4
harassing,9,7
harassment,10,8
harbour,7,6
hard,4,4
harden,6,6
hardily,7,7
hardly,6,6
hardness,8,7
hardship,8,7
hardware,8,6
hardy,5,5
hare,4,4
harm,4,4
harmful,7,7
harmless,8,7
harmonious,10,9
harmony,7,7
harness,7,6
harp,4,4
harrow,6,5
harry,5,4
harsh,5,4
harvest,7,7
has,3,3
hash,4,3
hassle,6,5
haste,5,5
hasty,5,5
hat,3,3
hatch,5,4
hatchet,7,5
hate,4,4
hateful,7,7
hatred,6,6
haughty,7,6
haul,4,4
haunch,6,5
haunt,5,5
haunted,7,7
haunting,8,7
have,4,4
haven,5,5
having,6,6
havoc,5,5
haw,3,3
hawk,4,4
hay,3,3
hazard,6,5
hazardous,9,8
haze,4,4
hazel,5,5
hazy,4,4
he,2,2
head,4,4
headache,8,5
heading,7,7
headlight,9,8
headline,8,7
headphone,9,7
headquarter,11,8
headquarters,12,9
heady,5,5
heal,4,4
healing,7,7
health,6,5
healthy,7,6
heap,4,4
hear,4,4
hearing,7,7
heart,5,5
heartache,9,6
heartbeat,9,6
heartbreak,10,7
heartbroken,11,9
heartburn,9,8
hearted,7,6
hearth,6,5
heartily,8,8
heartless,9,7
hearty,6,6
heat,4,4
heater,6,5
heathen,7,5
heather,7,5
heating,7,7
heave,5,4
heaven,6,5
heavenly,8,7
heavily,7,7
heaviness,9,7
heavy,5,5
hectic,6,5
hector,6,6
hedge,5,4
heed,4,3
heedless,8,5
heel,4,3
height,6,5
heir,4,4
heiress,7,5
heirloom,8,7
held,4,4
helicopter,10,9
hell,4,3
hello,5,4
helm,4,4
helmet,6,5
help,4,4
helper,6,5
helpful,7,6
helpless,8,5
hem,3,3
hemisphere,10,7
hen,3,3
hence,5,4
hepatitis,9,7
her,3,3
herald,6,6
herb,4,4
herbal,6,6
herd,4,4
here,4,3
hereby,6,5
hereditary,10,8
heritage,8,7
hermic,6,6
hero,4,4
heroic,6,6
heroin,6,6
heron,5,5
herring,7,6
hers,4,4
herself,7,6
hesitate,8,6
hesitation,10,8
hew,3,3
hey,3,3
hi,2,2
hibernate,9,8
hiccup,6,5
hid,3,3
hidden,6,5
hide,4,4
hideous,7,7
hierarchy,9,7
high,4,3
highest,7,6
highjack,8,7
highlight,9,5
highly,6,5
highness,8,6
highway,7,6
hike,4,4
hiking,6,5
hilarious,9,8
hill,4,3
him,3,3
himself,7,7
hind,4,4
hinder,6,6
hindrance,9,8
hindsight,9,7
hinge,5,5
hint,4,4
hip,3,3
hire,4,4
hireling,8,7
hiring,6,5
his,3,3
hiss,4,3
historian,9,8
historic,8,7
historical,10,9
history,7,7
hit,3,3
hitch,5,4
hive,4,4
hoard,5,5
hoarfrost,9,7
hoarse,6,6
hoax,4,4
hobble,6,5
hobby,5,4
hockey,6,6
hog,3,3
hold,4,4
holder,6,6
holding,7,7
hole,4,4
holiday,7,7
holler,6,5
hollow,6,4
holy,4,4
home,4,4
homecoming,10,8
homeless,8,6
homemade,8,6
homesick,8,8
hometown,8,7
homework,8,7
homey,5,5
homicidal,9,8
homicide,8,7
homosexual,10,9
honest,6,6
honestly,8,8
honesty,7,7
honey,5,5
honeymoon,9,6
honor,5,4
honorary,8,6
honour,6,5
honourable,10,9
honoured,8,7
honours,7,6
hood,4,3
hoof,4,3
hook,4,3
hooligan,8,7
hoop,4,3
hooray,6,5
hoot,4,3
hop,3,3
hope,4,4
hopeful,7,7
hopefully,9,8
hopeless,8,6
horizon,7,6
horizontal,10,9
hormone,7,6
horn,4,4
horny,5,5
horoscope,9,7
horrible,8,7
horribly,8,7
horrified,9,7
horror,6,3
horse,5,5
horseback,9,9
hose,4,4
hosiery,7,7
hospitable,10,10
hospital,8,8
hospitality,11,9
host,4,4
hostage,7,7
hostess,7,5
hostile,7,7
hostility,9,7
hot,3,3
hotel,5,5
hotline,7,7
hound,5,5
hour,4,4
hourglass,9,8
house,5,5
household,9,7
housekeeper,11,8
housemaid,9,9
housewife,9,8
housing,7,7
hover,5,5
how,3,3
however,7,6
howl,4,4
hubby,5,4
hue,3,3
hug,3,3
huge,4,4
hugely,6,6
hum,3,3
human,5,5
humanity,8,8
humankind,9,8
humble,6,6
humid,5,5
humidity,8,7
humiliate,9,8
humiliated,10,9
humiliation,11,9
humility,8,7
humor,5,5
humorous,8,6
humour,6,5
hump,4,4
hunch,5,4
hundred,7,6
hung,4,4
hunger,6,6
hungry,6,6
hunk,4,4
hunt,4,4
hunter,6,6
hunting,7,6
hurdle,6,6
hurl,4,4
hurricane,9,8
hurry,5,4
hurt,4,4
hurtful,7,6
husband,7,7
hush,4,3
husk,4,4
husky,5,5
hustle,6,6
hut,3,3
hybrid,6,6
hydrogen,8,8
hygiene,7,6
hyphen,6,5
hypnotize,9,9
hypocrisy,9,8
hypocrite,9,9
hypothesis,10,8
hypothetically,14,10
hysteria,8,8
hysterical,10,10
ice,3,3
iceberg,7,6
icicle,6,4
icily,5,4
icky,4,4
icon,4,4
icy,3,3
idea,4,4
ideal,5,5
identical,9,8
identification,14,9
identify,8,7
identity,8,6
idiom,5,4
idiot,5,4
idiotic,7,5
idle,4,4
idol,4,4
ie,2,2
if,2,2
ignate,6,6
ignition,8,5
ignoble,7,7
ignorance,9,8
ignorant,8,7
ignore,6,6
ignoring,8,5
ill,3,2
illegal,7,5
illegally,9,6
illegible,9,5
illegimate,10,7
illicit,7,4
illiterate,10,6
illness,7,5
illogical,9,6
illuminate,10,8
illusion,8,6
illusive,8,6
illustrate,10,8
illustration,12,9
image,5,5
imaginable,10,8
imaginary,9,7
imagination,11,7
imagine,7,6
imbue,5,5
imitate,7,5
immaculate,10,8
immature,8,7
immediate,9,6
immediately,11,8
immense,7,5
immensely,9,7
immerse,7,5
immigrant,9,7
immigrate,9,7
immigration,11,8
imminent,8,5
immobile,8,6
immoderate,10,8
immoral,7,6
immortal,8,7
immortality,11,8
immovable,9,8
immune,6,5
immunity,8,6
impact,6,6
impartial,9,7
impassable,10,8
impatience,10,8
impatient,9,7
impeccable,10,8
impediment,10,7
impel,5,5
impending,9,7
imperative,10,8
imperfect,9,8
imperial,8,7
impersonal,10,10
impertinent,11,7
imperturbable,13,10
impetuous,9,8
impetus,7,7
impish,6,5
implacable,10,8
implant,7,7
implement,9,7
implication,11,9
implore,7,7
imply,5,5
impolite,8,7
import,6,6
importance,10,10
important,9,8
importantly,11,10
impose,6,6
impossibility,13,9
impossible,10,8
imposter,8,8
impregnable,11,10
impress,7,6
impression,10,8
impressive,10,7
imprint,7,6
imprison,8,7
improbable,10,9
improper,8,6
improve,7,7
improved,8,8
improvement,11,9
improvise,9,8
imprudence,10,9
impulse,7,7
impulsive,9,8
impunity,8,7
impure,6,6
in,2,2
inability,9,7
inaccessible,12,8
inaccurate,10,8
inaction,8,6
inadequacy,10,9
inadequate,10,8
inadmissible,12,9
inane,5,4
inappropriate,13,8
inapptitude,11,8
inattentive,11,6
inaudible,9,8
inaugurate,10,8
inborn,6,5
incapable,9,8
incarnate,9,7
incentive,9,6
inch,4,4
incident,8,6
incite,6,5
inclination,11,7
incline,7,5
inclose,7,7
include,7,7
including,9,7
income,6,6
incoming,8,6
incomparable,12,11
incompatible,12,11
incompetence,12,8
incompetent,11,8
incomplete,10,9
incomprehensible,16,12
inconceivable,13,9
inconsistency,13,8
inconvenience,13,6
inconvenient,12,7
incorporate,11,9
incorrect,9,7
increase,8,7
increased,9,8
increasing,10,8
increasingly,12,10
incredible,10,8
incredibly,10,9
incriminate,11,8
incurable,9,9
indebted,8,6
indecent,8,6
indecision,10,7
indeed,6,4
indefinite,10,6
indefinitely,12,8
indelicate,10,8
independence,12,6
independent,11,6
index,5,5
indicate,8,7
indication,10,7
indicator,9,8
indictment,10,7
indifference,12,7
indigenous,10,8
indigestion,11,8
indignant,9,6
indirect,8,7
indiscreet,10,8
indispensable,13,9
indisputable,12,11
indistinct,10,6
individual,10,7
indoor,6,5
induce,6,6
indulge,7,7
indulgence,10,8
industrial,10,9
industry,8,8
inedible,8,6
ineffective,11,7
inefficient,11,6
inept,5,5
inert,5,5
inestimable,11,9
inevitable,10,8
inevitably,10,9
inexhaustible,13,11
inexorable,10,9
inexpedient,11,7
inexperienced,13,8
inexplicable,12,9
inextricable,12,10
infallible,10,7
infamous,8,8
infant,6,5
infantry,8,7
infatuated,10,8
infected,8,7
infection,9,7
infer,5,5
inferior,8,6
infertile,9,7
infest,6,6
infinite,8,5
infirmary,9,7
inflame,7,7
inflammable,11,8
inflate,7,7
inflation,9,7
inflict,7,6
influence,9,7
influenza,9,8
influx,6,6
info,4,4
inform,6,6
informal,8,8
informant,9,8
information,11,8
infractructure,14,9
infringement,12,8
infuriate,9,8
ingenious,9,7
ingoing,7,4
ingratitude,11,9
ingredient,10,7
inhabit,7,6
inhabitant,10,6
inhale,6,6
inherit,7,6
inheritance,11,8
inhibit,7,5
inhospitable,12,11
inhuman,7,6
initial,7,5
initially,9,6
initiative,10,6
inject,6,6
injection,9,7
injunction,10,7
injured,7,7
injury,6,6
injustice,9,8
ink,3,3
inland,6,5
inmate,6,6
inn,3,2
inner,5,4
innocence,9,5
innocent,8,6
innovation,10,6
innumerable,11,9
inoculate,9,9
inoffensive,11,7
inopportune,11,8
input,5,5
inquire,7,6
inquiry,7,6
insane,6,5
insanity,8,6
inscribe,8,7
insect,6,6
insecure,8,7
insecurity,10,9
insensible,10,6
insensitive,11,6
inseparable,11,9
insert,6,6
inset,5,5
inside,6,5
insight,7,6
insignificant,13,8
insinuate,9,7
insist,6,4
insolence,9,7
insoluble,9,8
insomnia,8,6
inspection,10,8
inspector,9,9
inspiration,11,8
inspire,7,6
inspiring,9,6
install,7,6
installation,12,7
installed,9,8
instalment,10,8
instance,8,7
instant,7,5
instead,7,7
instinct,8,5
institute,9,6
institution,11,6
institutional,13,8
instruct,8,7
instruction,11,8
instructor,10,8
instrument,10,8
insufficient,12,8
insular,7,7
insulation,10,8
insult,6,6
insulting,9,7
insurance,9,8
insure,6,6
intact,6,5
integral,8,8
integration,11,8
integrity,9,7
intellect,9,6
intellectual,12,8
intelligence,12,7
intelligent,11,6
intend,6,5
intense,7,5
intensity,9,6
intensive,9,6
intent,6,4
intention,9,5
intentionally,13,8
interact,8,7
interaction,11,8
intercept,9,7
intercourse,11,9
interest,8,6
interested,10,7
interesting,11,7
interfere,9,6
interference,12,7
interim,7,6
interior,8,6
intermediary,12,9
intermediate,12,8
intern,6,5
internal,8,7
international,13,8
internet,8,5
interpret,9,6
interpretation,14,8
interrogate,11,8
interrogation,13,8
interrupt,9,7
interruption,12,8
intersection,12,8
interstate,10,7
interval,8,8
intervention,12,7
interview,9,7
intestine,9,5
intimacy,8,7
intimate,8,6
intimidate,10,7
intimidating,12,7
into,4,4
intolerable,11,9
intoxicate,10,8
intrepid,8,7
intricate,9,7
intrigue,8,7
intriguing,10,6
introduce,9,9
introducing,11,9
introduction,12,8
intrude,7,7
intruder,8,7
intrusive,9,8
intuition,9,5
invade,6,6
invaded,7,6
invalid,7,6
invaluable,10,8
invariable,10,8
invasion,8,6
invent,6,5
invention,9,6
inventory,9,8
invest,6,6
investigate,11,8
investigation,13,9
investigator,12,10
investment,10,7
investor,8,8
invincible,10,7
invisible,9,7
invitation,10,6
invite,6,5
inviting,8,5
invoice,7,6
invoke,6,6
involuntary,11,10
involve,7,6
involved,8,7
involvement,11,8
involving,9,6
invulnerable,12,9
inward,6,6
iodine,6,5
iris,4,3
irksome,7,7
iron,4,4
ironic,6,5
irony,5,5
irradiate,9,6
irrational,10,7
irregular,9,7
irrelevant,10,8
irreparable,11,7
irreproachable,14,10
irresistible,12,7
irresponsible,13,9
irrigate,8,6
irriplaceable,13,8
irritable,9,7
irritate,8,5
irritating,10,6
is,2,2
island,6,6
isolate,7,7
isolated,8,8
isolation,9,7
issue,5,4
it,2,2
itch,4,4
itching,7,6
itchy,5,5
item,4,4
itinerary,9,7
its,3,3
itself,6,6
ivory,5,5
ivy,3,3
jab,3,3
jackal,6,5
jacket,6,6
jackpot,7,7
jade,4,4
jagged,6,5
jaguar,6,5
jail,4,4
jam,3,3
jangle,6,6
janitor,7,7
jar,3,3
jargon,6,6
jaunty,6,6
javelin,7,7
jaw,3,3
jay,3,3
jazz,4,3
jealous,7,7
jealousy,8,8
jean,4,4
jeans,5,5
jeep,4,3
jeer,4,3
jell,4,3
jelly,5,4
jeopardize,10,9
jeopardy,8,8
jerk,4,4
jersey,6,5
jest,4,4
jet,3,3
jewel,5,4
jewellery,9,6
jigsaw,6,6
jingle,6,6
jinx,4,4
jitter,6,5
job,3,3
jobless,7,6
jockey,6,6
jog,3,3
jogging,7,5
joggle,6,5
join,4,4
joining,7,5
joint,5,5
joke,4,4
joker,5,5
jolly,5,4
jolt,4,4
journal,7,7
journalism,10,10
journalist,10,10
journey,7,7
jovial,6,6
joy,3,3
joyful,6,6
joyous,6,5
jubilee,7,6
judge,5,5
judgement,9,8
judgment,8,8
judicial,8,7
judicious,9,7
jug,3,3
juggle,6,5
juice,5,5
juicy,5,5
jumbo,5,5
jump,4,4
jumper,6,6
jumpy,5,5
junction,8,7
jungle,6,6
junior,6,6
junk,4,4
junkie,6,6
jurisdiction,12,10
jury,4,4
just,4,4
justice,7,7
justification,13,10
justified,9,8
justify,7,7
jut,3,3
juvenile,8,7
juxtapose,9,9
juxtaposition,13,10
kaleidoscope,12,10
kangaroo,8,6
karate,6,5
keel,4,3
keen,4,3
keep,4,3
keeper,6,4
keg,3,3
ken,3,3
kerb,4,4
kernel,6,5
ketchup,7,7
kettle,6,4
key,3,3
keyboard,8,8
keyhole,7,6
keynote,7,6
kick,4,3
kid,3,3
kidding,7,5
kidnap,6,6
kidnapping,10,7
kidney,6,6
kill,4,3
killer,6,5
killing,7,5
kilometre,9,8
kin,3,3
kind,4,4
kindergarten,12,9
kindle,6,6
kindly,6,6
kindness,8,6
king,4,4
kingdom,7,7
kinky,5,4
kiss,4,3
kit,3,3
kitchen,7,7
kitten,6,5
kitty,5,4
knack,5,4
knead,5,5
knee,4,3
kneel,5,4
knew,4,4
knife,5,5
knight,6,6
knit,4,4
knitting,8,5
knives,6,6
knob,4,4
knock,5,4
knockout,8,6
knot,4,4
know,4,4
knowledge,9,8
known,5,4
knuckle,7,6
lab,3,3
label,5,4
labor,5,5
laboratory,10,7
labour,6,6
lace,4,4
lacerate,8,6
lack,4,4
lacking,7,7
lackless,8,6
lacquer,7,7
lacy,4,4
lad,3,3
ladder,6,5
laden,5,5
ladle,5,4
lady,4,4
lag,3,3
lagoon,6,5
laid,4,4
lair,4,4
lake,4,4
lamb,4,4
lame,4,4
lament,6,6
lamp,4,4
lamppost,8,7
lance,5,5
land,4,4
landfall,8,5
landing,7,6
landlady,8,5
landlord,8,6
landmark,8,7
landscape,9,8
lane,4,4
lanentable,10,6
language,8,6
languid,7,7
languish,8,8
lank,4,4
lantern,7,6
lap,3,3
lapse,5,5
laptop,6,5
lard,4,4
lardy,5,5
large,5,5
largely,7,6
larger,6,5
largest,7,7
lark,4,4
lascivious,10,8
laser,5,5
lash,4,4
lassitude,9,8
last,4,4
lasting,7,7
latch,5,5
late,4,4
lately,6,5
latent,6,5
later,5,5
lateral,7,5
latest,6,5
lathe,5,5
lather,6,6
latitude,8,7
latter,6,5
lattice,7,6
laugh,5,5
laughter,8,8
launch,6,6
laundry,7,7
laurel,6,5
lavatory,8,7
lavender,8,7
lavish,6,6
lavishness,10,8
law,3,3
lawfully,8,6
lawn,4,4
lawsuit,7,7
lawyer,6,6
lax,3,3
laxative,8,7
lay,3,3
layer,5,5
laying,6,6
layout,6,6
laziness,8,7
lazy,4,4
lead,4,4
leaden,6,5
leader,6,5
leadership,10,9
leading,7,7
leaf,4,4
